,0
0,0.8424337735406736
1,0.8604751113542236
2,0.8589317808861452
3,0.8729194342424006
4,0.8595178557474408
5,0.9223060092209111
6,0.8798448855200438
7,0.8789853090568102
8,0.8914980073454716
9,0.8932269281862937
10,0.89371532390404
11,0.92311674611237
12,0.9208896616394467
13,0.886487067281394
14,0.8885969367820583
15,0.9106235836524186
16,0.8623603188247245
17,0.8765042588106587
18,0.9321813706337423
19,0.850130890052356
20,0.8908630929124013
