,0
0,0.8995663046026412
1,0.8805091036961787
2,0.8660037508791123
3,0.9209189653825115
4,0.864030632179417
5,0.9183500039071657
6,0.9186430413378136
7,0.9246307728373837
8,0.8883038993514105
9,0.8980229741345628
10,0.8751465187153239
